activity_date,score,serial_number
6/26/2016,100,DARJDH78E
4/18/2017,92,DAWXCMETT
1/20/2016,96,DAMJHHKKY
1/17/2017,91,DABJE4U1K
2/15/2017,93,DA4DQSCDB
9/6/2017,90,DAYGDFGHF
7/18/2016,96,DAF5WDR3Y
9/8/2016,98,DARVIDWMS
12/28/2016,97,DA6OIW6WK
10/7/2015,100,DA6PIGM77
9/14/2017,98,DAV8EJXCI
12/20/2017,100,DARYW0VG1
4/19/2017,90,DA0PWKSNP
9/18/2017,90,DAJ3ZGA4S
11/6/2017,96,DAT9KTY4L
12/28/2016,94,DADYDF5X0
9/20/2017,65,DAAJPSDX7
12/12/2017,95,DAT4SLLQF
10/2/2017,97,DA2EJBDOU
11/3/2015,90,DA0H4GLVE
7/22/2015,90,DAAWDENL0
8/17/2016,98,DANESXOTM
8/6/2015,90,DAV1Z3AQB
6/13/2016,91,DA16LYWUL
3/10/2016,96,DACSOZUHY
12/5/2017,95,DAD2DV4UK
3/15/2017,98,DAXZOJPMA
2/22/2016,90,DAK3MQDPY
1/13/2016,97,DAH1VW580
11/17/2015,95,DAE6JZJZ0
1/5/2016,98,DAOLUQSQY
10/23/2015,90,DABLD01BY
7/27/2016,98,DAJYFEUXA
7/24/2015,90,DA2RFAKBX
3/8/2017,97,DAWYLYMPH
7/30/2015,98,DAA8QMSTS
5/16/2016,97,DAJQAYUYQ
4/4/2017,94,DAHVHTTOO
8/16/2016,98,DASDAJCZH
2/2/2017,92,DAQY3TI0M
1/12/2016,92,DA8CMIHTF
3/22/2016,83,DAXKQVMVS
2/10/2016,97,DA6NLHB0A
4/25/2016,91,DAMJG0NDG
11/2/2016,95,DAELVXOJJ
2/1/2016,95,DA3RWY8SP
9/16/2015,98,DADHWXIDW
4/20/2017,96,DAVJBLASG
2/14/2017,92,DAJK8JFH2
6/2/2016,99,DAXM4GTDV
7/10/2015,92,DAYTKJ0FU
5/24/2016,92,DAXK0CI2Y
6/22/2017,92,DAHHCUO1M
10/12/2016,92,DAR7GALP1
2/9/2016,100,DABJO8KJE
8/1/2017,95,DA02LBBOD
12/9/2016,98,DAQYU8WCN
3/15/2016,100,DA0526518
4/4/2016,91,DASEEKSMQ
11/8/2017,94,DAUQ6CPYZ
1/27/2016,90,DAAGHRCYX
6/22/2017,93,DAH2MRWOF
6/23/2016,91,DABTIZF90
5/18/2017,95,DAAKTQVW2
2/27/2017,95,DAVFMI9IP
4/25/2016,95,DAHLC00IG
6/20/2016,97,DAEJKV1B0
3/9/2017,91,DABBCQHIC
7/13/2017,92,DACEAUK8D
10/4/2017,95,DAL5IIG0T
2/10/2016,96,DAYXE4LVY
6/1/2016,95,DABF2QL64
6/17/2016,90,DABDGFYRM
10/7/2015,97,DAA460NCO
12/8/2016,91,DASXAB0BF
5/4/2016,83,DAPNUJNIZ
5/18/2017,92,DAL9I2CDE
10/6/2016,97,DAW6NB01D
4/28/2016,99,DAP2TM304
5/5/2016,96,DAYWS2B5F
9/4/2015,80,DAXUCQ996
5/18/2017,91,DAQSQK3LI
2/10/2016,98,DAZJWV7W7
8/11/2016,98,DAKDJEL9W
11/3/2016,91,DA4FL0UMK
11/13/2015,99,DAVENHGPJ
7/22/2015,92,DAOHEIEUO
6/13/2017,98,DAWWTPZIB
3/21/2016,99,DAVQ51YM8
7/18/2017,92,DAUHRJDSZ
11/16/2015,95,DAIHF3LM3
4/13/2017,91,DA7VBRCIY
12/28/2015,96,DAGJJNEQS
11/13/2015,90,DA0JICAPC
2/11/2016,96,DA7ZXU7LH
3/17/2016,80,DAMNTX71M
10/1/2015,95,DAVIHKBIS
9/14/2016,93,DAM3OTSKI
12/1/2017,98,DACKFQBNX
9/14/2015,90,DADCGVNTR
4/6/2017,97,DABMQWKAJ
4/11/2017,93,DAA2B0Y8M
8/5/2015,94,DAKEJEXM0
8/7/2015,95,DAWZ2YS0X
11/16/2016,99,DAHXOI53R
1/25/2017,93,DA1QHMTBO
2/16/2017,93,DAZDA00TZ
7/22/2015,90,DAK0QYI44
11/14/2017,94,DA0CFQGMB
5/10/2017,98,DAILD0EXJ
1/27/2016,100,DAP06NZ8O
1/26/2016,93,DA4YLDCZ9
10/30/2017,89,DAXI7M3AP
10/27/2017,93,DAQRQVPPO
11/1/2016,90,DAA1YYMES
8/11/2015,99,DAL42DGUB
11/16/2017,98,DAUFNIRLE
8/2/2017,96,DAYXG2RUS
8/2/2016,93,DAO63H0AW
9/22/2017,99,DADQ0AX19
3/17/2016,90,DAGJTBYGU
8/10/2016,90,DA0SCXML1
1/24/2017,90,DAKOJTABY
8/31/2015,97,DAIPQR037
9/27/2017,97,DARZTBRLC
10/23/2017,93,DAE0Y0HXH
5/25/2017,97,DA7TG5ZPS
10/3/2016,95,DAMT5JGSK
9/23/2016,93,DAF3ZOH8B
11/7/2017,93,DA0988892
12/5/2017,96,DAWVKKZUD
6/9/2016,96,DALXXANI8
10/24/2017,90,DA7UOR4X4
7/8/2015,95,DAB08HPT8
8/4/2015,97,DAJVEBTOM
6/6/2017,97,DAW34DEVL
1/6/2016,96,DATW0E8D8
3/8/2016,91,DACNNRBEQ
9/28/2016,94,DANPWHM9E
4/28/2016,96,DAPVQP0MR
10/13/2015,95,DAQUWUKBZ
2/7/2017,67,DAQOIVOGA
9/21/2016,96,DARBXTS0O
1/26/2016,93,DA1KMRBTV
10/21/2016,91,DAT7D93OJ
10/12/2016,98,DAESMFCW6
7/20/2017,92,DAIKBDS00
8/18/2017,90,DATQKBSBP
8/24/2015,93,DAGWOYKFF
6/29/2016,95,DA8VBJG5I
6/10/2016,90,DA0592705
11/2/2017,91,DA8LWVTAJ
4/13/2017,92,DAWWNHAQ0
7/21/2016,94,DA9CBZ0RH
9/27/2017,100,DANIHUJYJ
5/25/2016,94,DAY8I3ED1
11/3/2016,90,DABXCI97C
6/8/2016,96,DAHVIU5A0
5/23/2016,91,DATQQVPMP
7/25/2017,90,DAPYL3EVX
3/16/2017,91,DAPCVDLUU
9/21/2017,74,DASYLLTB4
3/17/2016,91,DALMZOJI9
6/8/2016,98,DAB1VOR3W
5/3/2017,90,DAPI8V0A0
12/1/2016,91,DAW2PW7EO
4/7/2016,90,DAOVC7ACX
1/3/2017,94,DAJJLLSYO
11/14/2017,83,DAUN0ZOYR
6/27/2016,97,DAAGKC0D3
7/11/2017,96,DANYWG067
11/20/2017,95,DAJZUZK5T
2/18/2016,96,DA8JMRC0W
8/18/2015,90,DAEZDC2IY
10/17/2017,90,DARF6XLE2
11/13/2015,95,DA6FNK0TB
4/18/2017,94,DAEVWKCMX
11/23/2016,100,DAP0ASOOG
11/9/2017,96,DATWYXMRB
11/30/2016,94,DAW9GYBME
9/14/2016,90,DAOX0ZMRA
8/10/2015,94,DARMCAXQS
10/6/2017,99,DAE1VAVRB
7/5/2016,97,DAE2COUVW
8/12/2015,95,DAJTBE05Q
11/6/2017,98,DAOCG7HJL
2/16/2017,99,DAWHRZ1MH
6/20/2016,92,DAWSUXMOS
6/2/2016,96,DAHD9XWM4
4/6/2017,100,DAA0N73CQ
6/29/2016,94,DAHUH6YXQ
4/14/2016,95,DARP5YAAK
9/22/2016,97,DA3NMNY4M
8/8/2016,90,DALYF1XZX
7/7/2015,95,DABL4DOG0
2/16/2017,91,DAYPCENPN
11/2/2015,80,DAF357ZG8
7/8/2015,90,DAMN1NDBS
6/5/2017,90,DAHLYJY79
6/8/2016,95,DA6OLHC9I
7/27/2017,99,DAAAETW9Q
12/7/2016,100,DACTXF4MY
8/7/2017,91,DANKFQVFO
12/11/2017,93,DAZS0A0Z2
5/5/2016,94,DA6SGF7T6
8/15/2017,83,DAABZA5TC
11/21/2016,98,DA74LDPAL
10/13/2016,93,DAP605YSQ
9/11/2017,90,DAW7KTVRT
12/17/2015,97,DAILBZ9ZW
8/4/2015,90,DAF8IADNK
1/21/2016,100,DATTYV4IZ
11/21/2016,96,DADXXLQCI
5/23/2016,96,DA0ORXFGD
9/29/2015,95,DASHEJMQK
11/18/2015,99,DAAUL0B8X
10/5/2016,93,DARJVAPSP
7/5/2016,91,DA7QQYA0H
5/11/2017,90,DA0K0IMXS
6/22/2017,92,DALKCD0PG
6/7/2016,90,DAHLIQDOC
4/8/2016,94,DAOMF6XIJ
12/5/2016,94,DAJK7LJMG
8/23/2016,98,DAXQTZODT
6/3/2016,93,DAQ23EKOH
12/15/2015,90,DA0466258
9/21/2017,91,DAPZTNEAI
11/14/2015,90,DAA7SEWGF
8/11/2015,97,DAPE3BSQK
9/19/2016,95,DAO7IPVO6
3/8/2017,97,DAKE5W60E
3/15/2016,83,DAKLQQ5ER
7/26/2016,82,DAYUUUXBL
2/8/2017,97,DAXAFYKNV
1/25/2017,90,DAAAFPCYV
9/21/2015,96,DAK7DCISK
2/9/2016,95,DAI7M6T6U
1/5/2017,95,DA54NGRTL
7/29/2015,94,DAERU03JL
11/2/2017,95,DAKLWIVUW
12/17/2015,93,DAB7JXXFX
7/10/2015,90,DAMBADYEZ
9/30/2015,97,DAJQ8M90H
8/19/2016,98,DAQ0CVAYJ
9/21/2015,94,DA04HFRLC
1/10/2017,97,DAO0ZPBAH
9/21/2016,97,DACHRZ1IW
6/9/2016,94,DARHXNNH6
10/3/2017,96,DA6CNFLBF
1/19/2016,92,DATLD2L4F
8/25/2015,91,DAL9F88GB
9/21/2016,99,DAB5CKKFB
7/28/2015,95,DALSJZAWS
9/3/2015,91,DALU31WMV
7/19/2016,100,DA0626883
11/22/2016,94,DAZHOJJK6
12/17/2015,92,DAGGQRKPJ
5/10/2016,96,DAPOJ1E3D
6/1/2016,90,DA0HSZS7U
2/9/2016,95,DAPODBYI0
1/29/2016,98,DAYMY3OHL
2/15/2017,96,DAR0GXOOD
10/1/2015,94,DAZUT0MQP
12/21/2016,91,DA1O3UPYK
10/3/2016,94,DACCKYYWC
8/28/2015,100,DAEHR8URE
9/12/2017,95,DA703SYRO
9/27/2016,93,DAOTXGHGA
12/13/2016,96,DAOJD4SNM
1/25/2017,100,DAVS0PEL1
11/15/2016,99,DAWF6LGBO
1/3/2017,90,DALJEAZCH
3/17/2017,99,DAYPLQ8YW
7/15/2015,94,DATSICR8C
2/5/2016,95,DA0JAP0WY
10/28/2016,99,DACMZWPVV
2/9/2017,93,DAE7ZYSIN
3/14/2017,95,DADG8TAJE
2/21/2017,97,DAZGZOHWS
12/3/2015,93,DAD340CLU
11/9/2017,95,DAOGODQDG
8/24/2016,93,DAJQEQS3I
6/16/2016,97,DAADEYIRA
12/20/2016,93,DAHFCV0GV
6/6/2016,81,DAEJAFBZO
5/24/2016,91,DAJFSPVMV
8/21/2015,93,DA0SGEEN4
6/9/2017,96,DAUG0RKCI
6/21/2016,91,DAGOHBNCO
4/20/2017,93,DALBD2GHO
6/22/2016,92,DAD0MDUU9
12/28/2016,96,DA5FU20XX
7/17/2017,93,DALSDXOUX
6/17/2016,95,DASAGDKKY
11/27/2017,94,DANIKUGFT
7/16/2015,93,DAV22LHCA
9/27/2017,94,DAKHG2AY8
10/30/2017,96,DA3LMR3FD
2/9/2016,90,DAWAOJDPQ
7/29/2015,97,DA3U2WJCO
11/6/2015,92,DAWAUS2GV
10/25/2016,92,DAHF7MLXH
10/17/2016,96,DAE64SXTA
4/14/2016,90,DAZUKRV4L
6/6/2016,95,DAYIH2I6B
10/17/2017,99,DAI6N1JBD
3/29/2017,90,DAJUBMDQU
2/1/2017,93,DA0ZA8OFQ
12/7/2016,93,DAVUKXBHP
2/25/2016,96,DABVPIP3F
8/7/2017,82,DAJKFJOJX
10/25/2017,90,DAOSVDHKE
11/22/2016,97,DAE10WCAW
12/20/2017,90,DA0CFFBFF
7/6/2017,98,DAPZTVXN0
12/3/2015,91,DAT0PKPMM
1/5/2017,90,DAWF95P0D
7/27/2017,95,DAV0IDZBP
6/27/2017,93,DAQD74TB9
10/24/2017,97,DAS02C55J
10/17/2016,98,DA0LQIFKS
7/25/2017,91,DASOORJFS
9/4/2015,93,DA5MT46YF
7/13/2015,91,DAZ0F1RTR
8/7/2017,98,DAKILTX98
3/3/2016,90,DAOC7B128
4/6/2017,82,DAYN9DLI1
1/8/2016,98,DAALNG4O7
12/3/2015,95,DAFELBAYK
3/16/2017,99,DANNMBQY5
7/6/2016,95,DAXN9RQV0
1/15/2016,92,DAV3JWY8X
10/29/2015,93,DAXL0WSDB
3/15/2016,99,DAFECPBMW
11/17/2017,91,DA85DJHII
9/27/2016,91,DAK6CJNTW
9/21/2017,93,DAD04XLMD
2/17/2016,100,DASANQ1TP
7/24/2017,92,DAPWFB0TA
12/8/2016,94,DA1NIKCHV
12/3/2015,97,DAV91WCFN
3/8/2017,98,DAT9LGUHA
8/16/2017,96,DAEKYWALD
3/24/2016,97,DAXTNYFKJ
9/27/2016,99,DAMMDXFNW
7/28/2015,94,DAFNTZH7C
1/13/2016,96,DALIGF9JH
12/8/2016,97,DASA29VBA
2/19/2016,94,DA1L9LMK7
11/8/2017,91,DAZAWXNLI
12/20/2016,81,DAYFS7U4T
12/21/2016,96,DANPMWGG7
8/7/2017,90,DA5IMKFW6
9/15/2016,82,DADZATZ19
4/20/2017,93,DARC8W6JC
12/17/2015,93,DANZWNGH0
1/22/2016,98,DAM8PPLXR
10/1/2015,99,DAVUQZKWG
2/12/2016,96,DAMSWOXR4
9/17/2015,97,DAO4HYCBG
11/17/2017,99,DAB88LMA2
9/18/2017,93,DACN1KG0F
2/1/2017,90,DABWM6N5U
5/4/2016,94,DAEMSXUKT
7/10/2017,91,DAAN64Y96
7/18/2016,81,DAGGNGD0U
6/19/2017,81,DAIHA90UX
3/15/2016,95,DA1L853RG
9/11/2017,96,DA4WQAT50
9/27/2016,93,DALSALOVM
6/13/2017,90,DARI0PSGR
11/27/2017,90,DATOUIFM4
5/24/2017,93,DAVQNFOK0
5/23/2016,80,DAAYEVA3S
3/28/2016,91,DALRSYDMC
1/12/2017,98,DA55WQGOL
11/17/2017,94,DA0G0UJ30
1/4/2016,99,DANRLUOCM
4/14/2016,93,DAIQ7KAZM
10/30/2017,94,DALF0LFIG
9/20/2016,92,DA8CUCDW4
12/2/2016,96,DAC6CFSUE
8/10/2015,91,DA5AXN8FX
9/15/2016,99,DA0M5B3OI
8/25/2016,95,DAB4ZB9F3
8/12/2015,96,DAGJCRYHC
12/18/2015,94,DAJRVJ9FR
10/21/2016,94,DA0F33K2G
12/5/2017,98,DAZRBY8GF
9/13/2016,100,DACOW40DQ
1/10/2017,92,DA15K1VLJ
5/12/2016,90,DAVOP7B1M
12/17/2015,91,DA7V4IRIW
7/14/2016,92,DAKKVBXXE
11/29/2017,98,DATSL5RVM
1/25/2017,91,DACEAYDVD
10/26/2015,94,DANBRSAPN
1/27/2017,98,DA26T5CLJ
3/31/2016,92,DAZ1DTWAY
11/1/2016,91,DANH9ZJ84
1/18/2017,91,DAXG5ZLNJ
5/3/2016,90,DA0563765
5/24/2016,86,DAL30JEUY
6/2/2016,88,DAUGKAGQU
7/22/2016,98,DAJC2C3DE
9/16/2015,98,DAWSSYXCN
4/12/2017,97,DAMMAMLJ0
3/16/2017,80,DA9ZUWWZV
9/29/2015,93,DAH22VF9I
3/13/2017,93,DAYY6MLT9
9/27/2016,93,DAU0TOTPI
10/4/2016,98,DA8UR0HRK
3/16/2017,96,DA0805495
7/13/2016,98,DA5J36JVM
3/21/2017,98,DAKZZHD5N
12/14/2017,96,DAI0DB2ZB
8/25/2016,99,DABFQR06U
8/16/2016,97,DADWAN0KZ
9/22/2015,91,DA9WQWX0O
7/1/2015,94,DAUFE97MF
1/6/2016,93,DAGQ3YA0H
5/12/2017,100,DABEGWQYH
11/30/2017,99,DAF5CAGGE
11/14/2016,94,DADWUMYRN
4/12/2017,93,DAHQ7PJEQ
7/16/2015,91,DAW220B6E
3/28/2016,97,DAMQ0AKJV
9/14/2015,97,DAWTUK9OI
9/6/2016,85,DAXODZIXW
3/3/2016,91,DA2M0QJLN
10/26/2016,90,DATBE3R4L
10/8/2015,92,DAUP71IWO
10/25/2016,93,DAE4SNEFB
8/8/2017,97,DAN0465KG
4/12/2017,96,DAU9HSVBJ
2/8/2017,85,DAUMS2XJE
5/3/2017,82,DADFDEQOL
10/24/2017,96,DA0FWOFYH
2/15/2017,97,DABCPFGO1
8/16/2017,91,DADF6PJ80
6/20/2017,95,DA2N0IYCW
2/28/2017,98,DASXJWSHV
6/8/2016,95,DAECBJVO0
7/5/2017,91,DALZTKG4R
6/22/2017,95,DAHU2YK8J
2/18/2016,98,DA82XMWFH
11/30/2017,96,DANDUM8YY
1/28/2016,90,DAKOQ9ZNH
10/30/2017,90,DAX4TGU2C
1/10/2017,95,DA1LV0AII
3/9/2016,93,DASTPVWRZ
9/6/2017,99,DACV2XAPU
9/13/2016,98,DAJXYHKQN
11/22/2017,90,DASVUIU90
6/6/2016,90,DAPJZTHRE
5/11/2017,98,DATXEM6E4
4/18/2017,95,DAK9XJSXD
9/1/2016,92,DASDBYLOF
8/15/2017,90,DATKXH4MD
10/28/2015,98,DAYSTQBUM
11/28/2016,90,DA0B82Q16
2/8/2017,96,DAERSZBXD
1/17/2017,97,DAABMSFWD
12/31/2015,95,DAZDKRRUJ
10/30/2015,90,DACPU0Y1H
5/23/2017,98,DAKILAPIF
11/9/2016,95,DAF8EDP6W
5/31/2017,91,DAWEVIUPC
9/6/2017,80,DAFNYTTYR
3/14/2017,92,DAFKP6TUI
8/1/2017,94,DAZ3TAJRO
7/10/2017,92,DAWQCDOEI
5/24/2017,97,DA4BULPLU
10/14/2015,90,DAVIZUUQB
2/2/2016,90,DADJO4KH0
11/8/2016,93,DAOTO3KD1
5/10/2017,93,DAPFTCY8Y
12/12/2016,96,DABO0OH1N
12/29/2016,91,DA5MY1UWW
4/18/2017,98,DAWHTMKZC
3/30/2017,97,DAQ0YLYX0
10/6/2016,95,DAJA8C9JH
3/3/2017,97,DAUSHL5SS
7/5/2017,90,DAO6KPOQB
7/14/2016,90,DAZLWDSK0
2/1/2016,93,DAKAQLXG0
10/17/2017,94,DAV6Z75NP
12/13/2016,96,DAKJCODOF
4/19/2016,98,DARWARIJI
6/26/2017,93,DAEQVYPCE
10/25/2016,95,DAV4DUOYI
8/3/2017,95,DAVESRIH9
10/23/2017,86,DA7MMU0VE
2/16/2016,95,DAYQO7WQY
5/17/2016,93,DABZMP85J
5/26/2017,96,DAOKMW5VI
9/22/2015,98,DA4HLZJSP
7/19/2017,97,DA36OSAWB
11/30/2016,96,DAVAHHRWY
11/25/2015,93,DAC1OPL7E
7/20/2016,82,DA5NLR697
11/28/2017,94,DARWW5OYA
12/31/2015,96,DAM6VTJGV
6/2/2017,98,DATZRZV4V
9/26/2017,93,DAX3FVY6X
10/27/2015,97,DANE0NHTX
6/22/2017,96,DAWDSRJUD
4/12/2017,91,DAVMKXZ27
2/7/2017,97,DASOJTHB2
1/11/2016,97,DAWADFKYT
8/26/2016,95,DALRY4MZO
12/1/2017,94,DAZQSRLID
9/23/2015,99,DA92EF00R
3/29/2017,94,DA3PWKTZQ
12/13/2017,91,DAGPMGC0B
7/5/2017,95,DAT6REU4Z
11/2/2016,93,DAND8DJGZ
11/22/2016,100,DAYRS5BH2
11/30/2017,95,DARJJHLBZ
10/8/2015,91,DAHDK0BD0
6/20/2017,93,DAQ1TFKO6
11/10/2015,97,DAHHSWAPD
9/2/2015,90,DAEEKMLXP
5/10/2017,98,DA62WJ0XS
1/15/2016,96,DAXC2AESE
10/26/2016,96,DAWRWKORW
4/8/2016,97,DACRYXYGU
11/24/2015,91,DAPUT5VUH
7/6/2016,93,DA7YT09SN
2/23/2016,93,DATZGODL8
1/26/2016,90,DAYTUN1C6
1/14/2016,95,DABKVM6QU
12/5/2016,93,DAPCBIOAX
5/17/2017,97,DAYZCHUNC
11/3/2016,96,DAWAKAQBS
8/10/2015,99,DAIKHCMU8
10/25/2016,97,DAFAVAAJ8
11/18/2015,90,DASZSZGC2
10/10/2017,90,DALXGMRNX
2/13/2017,96,DAUOW0CDU
4/18/2016,92,DAXAGQQZB
9/19/2017,94,DAFJOQXZ0
3/22/2017,92,DAQSQA74J
10/4/2017,90,DA5IBEBZJ
2/11/2016,91,DA0IEYBL7
7/31/2017,90,DAOJA00WC
8/23/2017,90,DA6LEPQ2U
9/21/2016,84,DATT8ATLS
3/2/2016,94,DATCOKKOS
8/29/2016,95,DANFFNPW0
5/22/2017,90,DATXZD3Q0
10/5/2016,86,DAEJ0MCPM
7/26/2016,92,DAFJEN0CI
1/21/2016,91,DAARXVF2H
6/13/2017,94,DAKCHBZES
10/26/2017,92,DARCBLERX
12/16/2016,93,DAA8F7RUN
3/14/2016,96,DAJXN0YQQ
8/3/2016,88,DAH0BXJ0D
7/31/2017,91,DASLQPQEA
9/28/2015,96,DAA4XL5FG
4/3/2017,96,DAN2T3ZIO
5/26/2016,98,DAXKP8UG6
8/18/2015,94,DAPNGKX4C
5/10/2017,97,DAMCSTK0U
10/11/2017,80,DAQ3XS9OK
12/19/2016,95,DAKUPZ5U0
12/20/2016,98,DALQNOBCR
1/4/2017,98,DA1O0XCSB
1/12/2016,91,DA6T9DFGY
4/19/2016,97,DAA1AQV9Y
12/19/2017,97,DAUB3F0KJ
1/21/2016,83,DAUD8BBXU
10/29/2015,90,DARPC0PQW
8/11/2015,94,DAQ2B0C9N
12/16/2015,86,DAWG0K8ZB
1/15/2016,90,DA8ZJGB0O
2/7/2017,92,DANEDNC0V
8/6/2015,90,DATHW5QOM
6/5/2017,95,DAUNAW43P
7/28/2015,82,DA83JNBHA
10/19/2017,90,DA0PJ21B9
11/16/2017,97,DAPSHPUS3
12/22/2016,95,DAZ9Y0XQG
9/22/2015,93,DACRJ3BPG
2/12/2016,100,DAXT2ZQIT
11/20/2017,97,DADSVZOLF
12/22/2015,84,DAXW6KPMD
12/18/2017,97,DA11WRSR0
10/19/2017,93,DABN4GBNY
7/13/2017,93,DAMADIWDT
8/6/2015,85,DAO1X5GA0
9/27/2017,100,DAZUKO909
3/21/2017,95,DAW0BT0JP
10/21/2016,94,DAJGE9POI
4/10/2017,91,DAWKWWY7L
11/24/2015,95,DANESD2T8
10/6/2015,94,DA1RKKZJY
2/8/2017,96,DAYUW92AP
2/15/2017,98,DATDBU0SQ
11/18/2015,97,DAVQS5WRG
1/27/2016,97,DANGZDDU8
12/7/2017,94,DA2YG2T0N
12/21/2015,81,DADEPZBDP
1/5/2017,97,DAC2IPTL9
7/27/2017,97,DAVLPKFVF
1/4/2016,96,DAW7JSXSX
7/30/2015,90,DALEM1LCK
1/25/2017,91,DA3LXRF9I
9/8/2017,92,DAWZSTSVL
7/7/2015,97,DA0TFQTOI
7/20/2016,97,DAPPDTJWS
7/20/2017,95,DATWCJEQT
5/12/2016,92,DAXFA0MC1
1/14/2016,91,DAK0LURXR
5/8/2017,95,DAHGRM9WC
11/8/2017,93,DALGE0EBV
7/23/2015,90,DA9V3F99R
10/20/2016,99,DARU79YM2
3/15/2017,90,DAX2QWXSK
12/3/2015,98,DAFWAN1PR
12/18/2017,97,DA4RYJPFE
8/7/2017,95,DAZRS411F
3/2/2016,98,DABRSRBQR
2/2/2016,97,DATF8VC1A
7/18/2016,95,DAHE5CB4V
3/10/2016,95,DAR3I2PHW
6/7/2016,90,DAZLUTMTN
8/9/2017,92,DASUGT6NL
7/19/2016,90,DAKI6BLBK
10/13/2015,92,DAUS0MGYO
9/2/2015,98,DAKQQYOBF
8/10/2015,87,DAISWDOD9
3/9/2017,80,DA3WUE8II
9/15/2016,96,DALIII04A
4/20/2017,96,DAMWAZ9VI
5/12/2017,87,DAD3FVLM0
8/8/2016,92,DA0N3IW0Q
7/14/2017,99,DAUEIOUYZ
3/25/2016,96,DACAUOTUQ
4/5/2016,90,DA6AAJW0C
8/2/2016,91,DANE1ZFH7
11/20/2017,90,DAYQDZNNX
10/27/2017,93,DAQIMYXNB
2/13/2017,98,DAAUZUZYA
5/31/2016,98,DA0K60VD6
1/20/2016,98,DAW0BULCO
2/9/2017,98,DAWHUMYXQ
8/3/2017,91,DA0912255
9/7/2016,97,DAQN7XDPE
2/16/2017,98,DAIMTNO9Y
9/7/2016,96,DA0JSWY4B
12/7/2016,94,DAFWRNWVF
3/30/2017,99,DABEXFQK4
9/26/2016,97,DAIKDFEYH
8/10/2016,99,DA5WNZ6NE
7/6/2017,97,DAFSSKV2F
8/20/2015,97,DAIKSDO2M
3/25/2016,90,DAOGIIKDX
9/2/2015,86,DA9IJJUF1
4/20/2017,90,DA05BY0JN
7/5/2016,91,DASRG05YI
9/15/2016,96,DARSEA5TP
4/6/2016,96,DAR51ALJX
3/25/2016,95,DA0NISSCQ
12/13/2016,90,DACCHOLKG
6/8/2016,93,DARQVV1QS
3/30/2016,97,DAEHYWEBX
10/31/2016,95,DATQQIOAP
9/25/2017,96,DAMS0EOBA
2/12/2016,94,DAEX8CB77
2/11/2016,97,DAR1WL1FU
6/13/2017,96,DAQIC9KWO
7/28/2015,93,DAZECGRZK
7/31/2017,94,DATHZ9CGG
7/22/2015,93,DAQTSMB94
5/16/2016,97,DAVPC0SXS
12/20/2017,97,DAKBEDD2D
6/15/2016,99,DAHPNM0LE
7/14/2015,91,DA0NZBPWE
12/22/2015,97,DAGK8LYBD
5/30/2017,93,DAYUVX17A
2/2/2017,70,DALEGFW19
12/12/2017,95,DAFE4YC4O
8/4/2016,91,DABIWBJ02
10/5/2017,90,DAEAWQKQA
1/19/2016,91,DAERBMQE0
7/21/2016,94,DAT4AMDJQ
11/21/2016,91,DAXOZ48RE
12/28/2016,93,DA081CFKZ
1/9/2017,90,DA2RMRIRY
11/3/2015,98,DAPFD4V7R
7/5/2017,98,DALL0UDAH
12/13/2016,90,DAAAMQB9W
10/3/2017,94,DACNO1OLD
12/5/2016,96,DA0OGUJDC
6/19/2017,88,DAQCCIER5
10/2/2017,98,DA39WS04N
9/5/2017,95,DAONNQAZK
2/14/2017,97,DALZ7H6NG
10/18/2017,80,DA5XZCPNT
6/15/2017,92,DA8LRFEBO
1/18/2017,83,DATNN142B
6/6/2016,93,DAIXU8OAT
10/15/2015,94,DA6K4POQJ
5/2/2017,93,DATLCBT5R
5/11/2016,97,DATLEPZBM
9/13/2016,96,DAVQNWZMA
8/11/2016,92,DAPRLW9OL
7/23/2015,93,DAQQ7TOPJ
9/29/2015,96,DASIX7X07
5/17/2016,91,DAEER13QQ
5/4/2017,95,DAQBGFZRE
9/1/2015,95,DAEC7RNM6
9/16/2015,95,DA3Q9W05Q
5/25/2017,93,DAECJ6MLO
2/22/2017,98,DARRHOVO6
9/7/2016,97,DA8FBGXYG
10/6/2015,91,DAAEB2QMW
1/26/2016,92,DAGS0N7RY
8/10/2017,92,DANXAXYQN
11/20/2017,91,DA0F4I0TS
12/18/2017,86,DADWPUIGT
6/29/2016,98,DABVH00DN
12/20/2017,93,DA3FNHWVZ
1/19/2017,81,DAKVSSTUC
11/17/2016,97,DA0718493
8/21/2017,97,DA66SEQFK
12/14/2017,91,DACMF5PVA
4/26/2016,96,DA3FLLUQU
1/23/2017,93,DATPM8XRT
11/10/2016,94,DAUBXBRLZ
9/11/2017,93,DAWH5HJV4
1/25/2016,100,DAWQ0RTVF
3/24/2016,95,DAYPIFNED
9/19/2017,96,DA3FQYZWQ
12/21/2017,92,DAL5SBE9E
12/22/2015,99,DATDMQ2Z4
6/27/2017,96,DADDAVELQ
5/16/2017,96,DAKZGPXJS
11/21/2016,96,DAPDXIYI0
5/25/2016,92,DAW4QCTGO
4/29/2016,90,DAHL5E8UV
6/28/2017,96,DAQQVZ5WX
7/2/2015,93,DAWVD4MKX
10/28/2016,92,DAVKKTY1E
4/11/2017,92,DAZCAGHMY
5/23/2016,94,DABJRFFOM
9/5/2017,97,DAF6TM70L
12/21/2017,91,DAVR94Y52
